"","x"
"1",0.000140014601204321
"2",0.00014636140877476
"3",0.000160970471439295
"4",0.000244246402310768
"5",0.000411492715064277
"6",0.000251835975940725
"7",0.000131474555519127
"8",0.000296226631130085
"9",0.000184191137896484
"10",0.000291382208536574
"11",0.000125762124696064
"12",0.000213369838398696
"13",0.000261187539898925
"14",0.00018357233118011
"15",0.000350270926559323
"16",0.000315106713778374
"17",0.000339303569441279
"18",0.000457591567288777
"19",0.000259951355952257
"20",0.000202272114465868
"21",0.000170452589452346
"22",0.000135314926641119
"23",0.000266679224793715
"24",0.000373255793992037
"25",0.000154175158239931
"26",0.000144329464205272
"27",0.000319367294566554
"28",0.000273268647087709
"29",0.000132074375032124
"30",0.000292827407339305
"31",0.000285598908534181
"32",0.0003560216147092
"33",0.000247482959660755
"34",0.000241354237509993
"35",0.000247512004712245
"36",0.000207044496096438
"37",0.000611778977194103
"38",0.000302519105320076
"39",0.000409007456882112
"40",0.000314874386076749
"41",0.000123616722924511
"42",0.000249424089562249
"43",0.000184485286986502
"44",0.000225350804408601
"45",0.00022895391461022
"46",0.000128746618433051
"47",0.00032573739132209
"48",0.000426087956434341
"49",0.0002728158921186
"50",0.000121404044733463
